date,close
0.0001,115.489123631598
0.000125892541179417,114.559267866282
0.000158489319246111,113.111586380435
0.000199526231496888,110.880456197686
0.000251188643150958,107.495351279839
0.000316227766016838,102.480503353881
0.000398107170553498,95.3108101908107
0.000501187233627273,85.5734611195648
0.000630957344480194,73.2545088254858
0.000794328234724283,59.0434009378997
0.001,44.3760881083502
0.00125892541179417,30.9864172907281
0.00158489319246112,20.1759670856091
0.00199526231496889,12.3691284022599
0.00251188643150959,7.23006432686115
0.00316227766016839,4.07982232271116
0.00398107170553499,2.24589621513762
0.00501187233627274,1.21578002599171
0.00630957344480196,0.650889241788634
0.00794328234724285,0.345963458080769
0.01,0.183037925847017
0.0125892541179417,0.0965532202594117
0.0158489319246112,0.0508364568672336
0.0199526231496889,0.0267341060347394
0.0251188643150959,0.0140484411784472
0.031622776601684,0.00737875856967404
0.0398107170553499,0.00387442715796517
0.0501187233627275,0.00203399088893879
0.0630957344480197,0.00106767310409988
0.0794328234724286,0.000560395518128092
0.100000000000001,0.000294123828849536
0.125892541179417,0.000154366354248842
0.158489319246112,0.0000810152551607029
0.177827941003893,0.000058691036907381
0.199526231496889,0.0000425182848063222
0.223872113856835,0.0000308019972513485
0.25118864315096,0.0000223142026471814
0.281838293126447,0.0000161652845878686
0.31622776601684,0.0000117107559107138
0.354813389233578,0.00000848371712918259
0.3981071705535,0.00000614592382027842
0.446683592150966,0.00000445233631216049
0.501187233627275,0.0000032254371855482
0.562341325190353,0.00000233662536266399
0.630957344480197,0.00000169273697924978
0.707945784384142,0.00000122628042565139
0.724435960074994,0.00000114971408147197
0.741310241300922,0.00000107792837103574
0.758577575029188,0.00000101062480274868
0.776247116628697,0.000000947523522067287
0.794328234724286,0.000000888362147855826
0.812830516164104,0.000000832894681397356
0.831763771102676,0.000000780890483522262
0.851138038202382,0.000000732133315601381
0.870963589956086,0.000000686420440416292
0.891250938133751,0.000000643561779168298
0.912010839355915,0.000000603379121121029
0.933254300796997,0.000000565705382590444
0.954992586021442,0.000000530383912201165
0.977237220955817,0.000000497267839520476
0.98174794301999,0.00000049089700026991
0.986279485631217,0.000000484607782149523
0.990831944892774,0.000000478399139457121
0.995405417351533,0.000000472270039887664
0.996552080134774,0.000000470750073896708
0.997700063822559,0.000000469234999799715
0.998849369936511,0.000000467724801852519
